90 938 0.5 1
88 723 0.5 1
86 581 0.5 1
84 405 0.5 1
82 286 0.5 1
80 197 0.5 1
78 135 0.5 1
76 78 0.5 1
74 51 0.5 1
72 27 0.5 1
70 13 0.5 1
68 3 0.5 1
66 0 0.5 1
64 0 0.5 1
62 3 0.5 1
60 7 0.5 1
58 12 0.5 1
56 19 0.5 1
54 23 0.5 1
52 29 0.5 1
50 36 0.5 1
48 42 0.5 1
46 47 0.5 1
44 52 0.5 1
42 58 0.5 1
40 62 0.5 1
38 68 0.5 1
36 70 0.5 1
34 72 0.5 1
32 74 0.5 1
30 76 0.5 1
28 79 0.5 1
26 81 0.5 1
24 85 0.5 1
22 86 0.5 1
20 85 0.5 1
18 87 0.5 1
16 90 0.5 1
14 90 0.5 1
